plot_id,date,season,district,crop_id,variety,soil_texture,lab_ph,nitrogen,phosphorus,potassium,ec_us_cm,moisture_vwc,yield_t_ha,fertilizer_applied
PLT-2227,2025-01-02,B,Musanze,wheat,Local,clayey,5.15,53.4,40.2,31.3,479.7,64.0,0.9,Urea
PLT-2228,2026-05-25,A,Musanze,tea,Improved,clayey,5.68,83.5,45.8,73.5,251.9,52.5,1.8,DAP+Urea
PLT-2229,2026-02-26,B,Gicumbi,irish_potatoes,Kinigi,loamy,4.89,49.5,28.5,69.8,502.6,58.5,3.23,None
PLT-2230,2026-05-26,B,Kayonza,sunflower,Improved,loamy,5.6,18.2,15.6,25.9,593.9,61.0,0.46,None
PLT-2231,2025-11-20,B,Gatsibo,sugarcane,Local,clayey,7.7,98.7,53.7,72.9,191.2,40.5,37.37,NPK 17-17-17
PLT-2232,2025-01-22,C,Kicukiro,banana,Improved,alluvial,7.02,64.1,32.9,109.2,339.1,47.3,6.07,Urea
PLT-2233,2025-03-10,A,Bugesera,sorghum,Local,clayey,5.05,32.7,24.9,30.5,283.3,59.4,0.78,DAP+Urea
PLT-2234,2026-12-08,B,Musanze,irish_potatoes,Kinigi,loamy,6.95,41.2,44.0,61.5,513.6,33.5,2.23,None
PLT-2235,2026-08-22,B,Rutsiro,coffee,Local,clayey,6.74,65.0,43.6,73.7,140.0,47.7,0.63,NPK+Manure
PLT-2236,2025-09-08,A,Kirehe,cassava,Ndamirabana,loamy,6.47,54.4,28.6,83.0,544.0,45.0,16.65,DAP+Urea
PLT-2237,2026-09-10,B,Gakenke,pea,Improved,loamy,7.3,22.9,19.6,21.8,149.1,66.1,0.39,None
PLT-2238,2025-04-08,B,Rwamagana,groundnut,Improved,sandy,7.46,20.6,33.7,30.9,197.6,60.6,0.41,Manure
PLT-2239,2026-08-02,A,Gakenke,barley,Local,loamy,7.3,23.6,18.2,17.6,186.5,48.0,0.5,None
PLT-2240,2026-11-16,A,Kamonyi,banana,Improved,clayey,5.94,78.0,46.2,162.0,380.7,37.9,9.75,NPK 17-17-17
PLT-2241,2026-09-20,A,Nyamagabe,corn,Local,alluvial,7.01,76.6,48.2,59.2,290.0,46.3,2.08,NPK 17-17-17
PLT-2242,2025-01-27,A,Musanze,irish_potatoes,Cruza,loamy,4.7,28.3,45.7,50.0,218.4,57.7,2.18,None
PLT-2243,2025-05-01,B,Rubavu,beans,Climbing,clayey,6.49,26.1,29.9,24.6,575.9,49.5,0.51,DAP+Urea
PLT-2244,2026-07-01,B,Ngoma,groundnut,Improved,sandy,6.42,24.8,33.8,31.3,296.3,44.2,0.49,Urea
PLT-2245,2024-09-22,B,Rubavu,irish_potatoes,Kirundo,sandy,5.06,30.0,45.7,38.4,430.3,49.1,4.05,None
PLT-2246,2025-05-24,B,Bugesera,sunflower,Local,loamy,7.07,26.6,29.7,29.4,461.1,53.8,0.69,None
PLT-2247,2025-01-17,A,Bugesera,cotton,Local,alluvial,5.34,77.1,52.9,56.2,221.4,30.1,0.95,NPK 17-17-17
PLT-2248,2026-06-16,C,Rusizi,banana,Improved,alluvial,6.77,88.5,36.3,139.6,389.4,44.6,8.47,NPK+Manure
PLT-2249,2026-11-17,A,Bugesera,beans,Bush,clayey,5.43,34.3,24.0,30.0,101.4,59.6,0.37,Manure
PLT-2250,2025-09-27,A,Rulindo,pea,Local,clayey,6.3,34.4,29.9,26.2,444.2,36.1,0.89,DAP+Urea
PLT-2251,2024-11-08,B,Nyarugenge,rice,Zhongeng,alluvial,6.85,93.2,45.3,37.1,450.4,39.8,4.01,NPK+Manure
PLT-2252,2025-05-04,A,Kicukiro,beans,Mutiki,clayey,5.78,37.9,42.5,43.0,418.9,34.1,0.72,NPK+Manure
PLT-2253,2026-05-01,C,Nyabihu,beans,Bush,sandy,6.12,32.3,29.4,29.9,377.7,50.0,0.58,Manure
PLT-2254,2024-01-11,A,Kirehe,sugarcane,Improved,alluvial,6.45,61.5,39.6,50.8,209.6,68.5,26.65,Urea
PLT-2255,2024-06-15,A,Gicumbi,barley,Local,loamy,6.62,66.0,47.9,36.9,555.1,40.0,1.57,DAP+Urea
PLT-2256,2026-07-03,B,Kirehe,groundnut,Improved,sandy,5.05,34.4,45.5,45.6,373.0,31.7,0.8,NPK+Manure
PLT-2257,2026-09-09,B,Gakenke,barley,Improved,clayey,5.65,68.9,43.8,46.7,228.1,62.3,1.24,DAP+Urea
PLT-2258,2025-05-14,B,Musanze,irish_potatoes,Cruza,loamy,6.76,81.9,76.4,135.8,165.2,52.1,7.57,NPK 17-17-17
PLT-2259,2026-12-09,A,Rwamagana,cotton,Local,alluvial,7.95,71.7,50.9,47.0,304.8,41.4,1.13,NPK 17-17-17
PLT-2260,2026-10-04,A,Kayonza,sweet_potato,Improved,sandy,5.23,26.9,37.3,70.3,116.6,42.3,5.34,Urea
PLT-2261,2024-06-01,A,Burera,wheat,Local,loamy,5.47,50.6,44.4,35.5,403.2,62.8,0.82,Urea
PLT-2262,2024-05-23,B,Gatsibo,sunflower,Improved,loamy,6.29,42.9,44.7,41.7,574.7,30.8,0.85,Manure
PLT-2263,2025-04-27,A,Gatsibo,cassava,Ndamirabana,loamy,6.7,46.3,29.9,85.5,315.2,53.0,15.35,DAP+Urea
PLT-2264,2024-04-26,A,Ngoma,sugarcane,Improved,alluvial,6.72,46.8,24.3,47.7,118.6,47.0,22.34,None
PLT-2265,2024-09-03,B,Nyabihu,tea,Local,clayey,4.4,54.8,25.9,54.0,499.7,50.6,0.8,DAP+Urea
PLT-2266,2026-09-05,A,Musanze,sweet_potato,Local,sandy,5.13,35.4,27.0,73.1,138.6,58.4,3.02,Manure
PLT-2267,2026-01-13,B,Gicumbi,barley,Local,sandy,6.54,66.0,39.9,40.5,367.5,48.1,1.67,NPK 17-17-17
PLT-2268,2025-01-05,B,Kicukiro,corn,Local,alluvial,5.39,36.9,23.3,18.7,426.8,61.7,1.24,None
PLT-2269,2025-04-12,B,Nyarugenge,corn,Local,clayey,4.95,58.0,37.0,43.4,373.9,68.2,1.2,DAP+Urea
PLT-2270,2024-10-05,B,Gatsibo,sugarcane,Improved,clayey,6.32,81.3,57.3,87.0,112.2,37.6,48.86,NPK+Manure
PLT-2271,2024-08-22,A,Nyamagabe,corn,Hybrid WH,loamy,6.73,28.0,15.8,15.5,444.0,31.5,0.94,None
PLT-2272,2026-01-26,B,Ngoma,groundnut,Improved,loamy,6.11,14.7,19.5,19.4,462.5,32.4,0.42,None
PLT-2273,2024-11-18,B,Ruhango,rice,Zhongeng,alluvial,7.17,81.3,30.9,30.8,311.2,44.3,2.34,Urea
PLT-2274,2026-12-21,A,Rulindo,barley,Improved,loamy,6.96,21.8,23.8,20.3,299.4,39.2,0.69,None
PLT-2275,2025-04-04,C,Nyamasheke,irish_potatoes,Kirundo,loamy,5.11,66.3,53.1,74.0,391.5,53.2,6.37,Urea
PLT-2276,2025-01-08,C,Huye,tomatoes,Improved,loamy,5.64,85.9,65.8,81.3,312.2,36.7,10.48,NPK+Manure
PLT-2277,2026-04-21,A,Musanze,tea,Local,clayey,4.7,53.1,27.0,49.0,263.8,58.8,1.29,DAP+Urea
PLT-2278,2026-01-21,C,Rulindo,irish_potatoes,Cruza,loamy,5.95,71.4,56.0,89.2,144.8,32.4,6.25,DAP+Urea
PLT-2279,2025-12-03,A,Kayonza,cassava,Gisari,clayey,7.35,46.8,27.1,56.9,468.2,52.3,9.7,DAP+Urea
PLT-2280,2025-09-06,C,Rutsiro,irish_potatoes,Kinigi,sandy,4.87,56.4,54.3,80.6,406.4,59.2,5.53,Urea
PLT-2281,2024-06-11,B,Rusizi,corn,Local,alluvial,5.79,28.1,27.7,29.4,213.9,66.9,0.85,None
PLT-2282,2024-10-12,C,Muhanga,coffee,Local,clayey,4.7,39.8,25.1,70.8,117.7,37.1,0.43,Manure
PLT-2283,2024-11-03,C,Gasabo,sweet_potato,Local,sandy,6.51,36.0,36.1,74.0,482.0,31.7,3.79,DAP+Urea
PLT-2284,2026-06-11,B,Gicumbi,irish_potatoes,Kinigi,loamy,6.98,35.8,29.6,54.8,292.6,47.7,3.44,None
PLT-2285,2026-02-12,A,Rulindo,barley,Local,clayey,5.89,51.5,36.1,37.2,137.0,46.5,0.92,DAP+Urea
PLT-2286,2024-05-12,A,Kirehe,sweet_potato,Improved,sandy,6.67,29.7,25.2,75.0,512.6,50.9,5.62,Urea
PLT-2287,2024-11-24,B,Nyarugenge,tomatoes,Local,clayey,5.89,70.2,54.7,57.6,222.8,41.0,9.25,Manure
PLT-2288,2024-03-01,A,Rusizi,tea,Improved,clayey,5.99,55.2,31.0,51.3,479.4,58.6,0.97,Urea
PLT-2289,2025-09-13,B,Nyagatare,groundnut,Improved,loamy,6.6,22.5,33.4,26.5,367.5,30.3,0.66,Manure
PLT-2290,2025-10-02,B,Karongi,cassava,Gahene,clayey,5.72,19.8,10.0,25.4,125.6,36.9,7.63,None
PLT-2291,2025-04-18,C,Muhanga,soybean,Improved,clayey,7.0,46.4,46.9,47.0,315.2,56.2,0.84,DAP+Urea
PLT-2292,2025-07-09,A,Nyagatare,groundnut,Local,sandy,6.38,24.4,30.5,37.7,529.5,63.8,0.72,Urea
PLT-2293,2026-06-17,C,Rwamagana,beans,Bush,sandy,5.78,19.4,19.5,15.0,262.9,32.0,0.29,None
PLT-2294,2026-08-23,A,Nyarugenge,banana,Local,loamy,6.9,72.6,34.3,124.9,258.0,41.5,7.57,Manure
PLT-2295,2026-04-05,A,Nyarugenge,banana,Improved,alluvial,6.33,48.0,32.6,106.0,353.2,53.5,6.98,DAP+Urea
PLT-2296,2026-12-04,A,Gatsibo,groundnut,Local,sandy,6.8,21.4,34.0,28.7,519.0,42.1,0.69,Urea
PLT-2297,2026-07-07,B,Nyabihu,coffee,Local,clayey,5.75,52.9,37.5,70.9,123.5,65.4,0.73,Urea
PLT-2298,2026-07-01,B,Ngororero,banana,Improved,clayey,6.39,68.5,32.1,125.8,302.7,63.9,7.67,Manure
PLT-2299,2026-12-07,C,Nyamagabe,banana,Local,clayey,5.39,75.3,47.9,172.2,402.9,38.6,8.26,NPK+Manure
PLT-2300,2025-10-18,B,Gasabo,rice,Zhongeng,loamy,5.06,68.6,25.0,27.1,288.5,53.0,1.92,DAP+Urea
PLT-2301,2026-06-19,B,Ruhango,coffee,Local,clayey,5.81,37.8,27.8,54.7,505.1,39.0,0.66,Urea
PLT-2302,2026-12-19,B,Ngororero,corn,Kigega,loamy,7.13,59.9,42.6,31.0,484.5,32.0,1.81,Manure
PLT-2303,2026-08-03,B,Kayonza,sunflower,Local,loamy,7.37,20.0,22.9,21.7,224.5,36.4,0.57,None
PLT-2304,2024-11-05,B,Ngoma,groundnut,Improved,loamy,5.1,27.8,38.3,37.7,531.2,58.5,0.81,DAP+Urea
PLT-2305,2024-08-15,B,Kayonza,groundnut,Local,sandy,5.19,18.3,35.4,32.6,402.5,55.2,0.53,Manure
PLT-2306,2025-06-04,A,Rubavu,irish_potatoes,Kirundo,clayey,6.1,81.3,74.2,80.4,385.6,69.9,7.41,Manure
PLT-2307,2026-01-17,B,Nyamagabe,banana,Improved,loamy,6.33,69.3,28.9,109.6,495.3,59.6,7.47,DAP+Urea
PLT-2308,2025-02-25,A,Gasabo,corn,Local,alluvial,6.0,94.4,47.8,59.5,466.8,53.3,2.67,NPK 17-17-17
PLT-2309,2025-04-01,B,Musanze,pea,Local,clayey,6.46,37.7,32.1,24.3,180.9,36.6,0.92,DAP+Urea
PLT-2310,2024-02-21,A,Ruhango,corn,Kigega,alluvial,5.22,95.8,52.1,46.8,582.7,42.4,2.49,DAP+Urea
PLT-2311,2026-03-08,A,Rwamagana,sugarcane,Improved,alluvial,7.6,68.7,40.9,61.8,534.4,34.3,25.54,Manure
PLT-2312,2024-06-03,B,Rwamagana,banana,Improved,loamy,7.14,58.1,25.4,140.7,105.7,64.0,5.47,DAP+Urea
PLT-2313,2026-11-02,B,Gatsibo,sunflower,Local,loamy,5.61,57.4,48.2,45.2,434.5,54.5,1.29,NPK 17-17-17
PLT-2314,2025-11-19,A,Kamonyi,banana,Improved,loamy,7.0,69.0,35.3,104.8,505.2,57.8,5.34,DAP+Urea
PLT-2315,2024-05-18,B,Rwamagana,sorghum,Local,loamy,6.97,46.2,25.5,30.1,164.3,48.3,1.07,Urea
PLT-2316,2026-11-11,B,Musanze,pea,Local,clayey,7.47,41.7,46.3,43.2,442.2,32.7,1.05,DAP+Urea
PLT-2317,2025-08-10,B,Gakenke,wheat,Local,sandy,6.39,34.9,27.0,22.3,340.9,54.7,0.73,None
PLT-2318,2024-03-21,B,Gakenke,pea,Local,loamy,5.36,17.2,22.7,12.4,451.0,57.8,0.41,None
PLT-2319,2024-11-12,A,Gasabo,corn,Hybrid WH,sandy,6.15,56.4,46.7,37.0,135.2,31.1,1.63,DAP+Urea
PLT-2320,2024-02-19,B,Kicukiro,tomatoes,Local,loamy,5.78,63.3,56.9,59.6,290.7,45.2,8.43,DAP+Urea
PLT-2321,2025-03-18,A,Gatsibo,sweet_potato,Improved,loamy,5.43,36.5,26.5,62.8,498.7,67.1,3.6,Manure
PLT-2322,2025-02-22,A,Gakenke,barley,Improved,clayey,6.23,66.6,38.4,45.9,330.3,41.9,1.56,NPK+Manure
PLT-2323,2024-02-24,B,Gasabo,tomatoes,Local,clayey,6.63,64.0,36.3,57.6,397.2,52.9,8.46,Urea
PLT-2324,2025-02-11,A,Nyamasheke,irish_potatoes,Kinigi,clayey,4.94,84.7,59.8,86.9,106.9,59.8,6.08,Urea
PLT-2325,2026-08-02,A,Rulindo,barley,Local,loamy,6.33,58.9,40.2,41.1,415.6,46.8,1.53,NPK+Manure
PLT-2326,2024-11-28,C,Kicukiro,sweet_potato,Improved,sandy,6.29,29.3,26.8,70.2,595.8,33.9,4.41,Urea
PLT-2327,2025-02-08,B,Kirehe,groundnut,Local,loamy,6.81,9.8,16.4,13.1,145.7,57.4,0.33,None
PLT-2328,2026-02-23,A,Rulindo,tomatoes,Improved,clayey,6.67,68.0,54.6,69.3,325.0,47.8,10.26,DAP+Urea
PLT-2329,2024-09-07,C,Gakenke,tomatoes,Improved,clayey,6.58,37.3,32.1,36.3,516.0,64.8,6.63,None
PLT-2330,2025-05-08,B,Musanze,tea,Local,loamy,5.81,80.8,40.9,73.6,238.7,61.5,1.16,NPK+Manure
PLT-2331,2026-02-22,B,Burera,barley,Local,sandy,7.19,58.5,46.0,39.5,596.2,34.2,1.6,NPK+Manure
PLT-2332,2025-12-17,C,Nyagatare,rice,Intsindagirabigega,loamy,5.06,81.9,25.2,37.5,334.7,47.1,2.63,Urea
PLT-2333,2025-02-26,A,Gatsibo,sorghum,Local,loamy,7.7,26.6,18.5,23.7,178.8,48.2,0.33,None
PLT-2334,2025-04-07,C,Kicukiro,rice,Zhongeng,loamy,6.34,33.9,14.5,14.4,160.9,44.4,2.09,None
PLT-2335,2026-06-01,C,Kicukiro,sweet_potato,Improved,sandy,5.24,44.5,37.2,88.0,145.8,60.7,6.1,DAP+Urea
PLT-2336,2026-07-07,C,Gasabo,tomatoes,Improved,sandy,5.54,84.4,59.5,82.3,252.5,42.7,11.55,NPK 17-17-17
PLT-2337,2026-10-15,A,Gicumbi,pea,Improved,clayey,6.7,12.9,21.5,20.9,599.1,36.9,0.4,None
PLT-2338,2025-07-17,A,Gicumbi,sweet_potato,Local,sandy,4.91,34.1,28.3,67.3,397.9,64.1,4.15,DAP+Urea
PLT-2339,2026-04-02,C,Burera,pea,Improved,clayey,5.65,29.6,36.9,27.0,256.7,66.1,0.81,DAP+Urea
PLT-2340,2025-02-07,A,Nyarugenge,banana,Improved,alluvial,5.13,86.4,39.4,140.6,362.6,61.8,7.51,NPK 17-17-17
PLT-2341,2024-06-02,B,Musanze,pea,Local,loamy,5.85,44.8,36.5,37.3,320.3,64.0,1.17,NPK+Manure
PLT-2342,2024-06-26,B,Rulindo,wheat,Improved,loamy,6.6,64.4,56.3,45.0,593.7,41.5,1.51,DAP+Urea
PLT-2343,2026-02-21,B,Gicumbi,wheat,Improved,loamy,5.55,22.1,26.1,20.4,509.8,63.5,0.77,None
PLT-2344,2026-01-18,C,Gatsibo,soybean,Local,loamy,6.2,32.6,47.0,47.2,413.3,38.9,0.95,Urea
PLT-2345,2026-08-28,A,Nyabihu,coffee,Local,clayey,5.08,46.7,37.1,70.5,379.5,55.1,0.53,Urea
PLT-2346,2026-12-01,A,Gatsibo,banana,Improved,alluvial,5.14,73.2,37.1,154.2,465.5,55.0,7.1,NPK 17-17-17
PLT-2347,2025-09-04,B,Rulindo,tea,Improved,loamy,4.51,73.3,36.7,68.7,455.6,43.7,1.0,Urea
PLT-2348,2026-02-15,B,Kirehe,rice,Kigori,alluvial,5.25,62.3,31.5,31.2,215.9,57.2,1.82,DAP+Urea
PLT-2349,2025-05-21,A,Burera,irish_potatoes,Cruza,loamy,6.02,95.5,76.6,122.1,459.0,34.9,8.54,NPK 17-17-17
PLT-2350,2026-10-04,B,Kamonyi,coffee,Local,clayey,4.67,69.4,39.4,76.5,251.8,57.8,0.73,NPK 17-17-17
PLT-2351,2024-12-13,B,Rulindo,barley,Local,clayey,7.51,55.7,31.9,24.1,162.6,56.2,0.86,DAP+Urea
PLT-2352,2026-03-27,A,Kamonyi,corn,Kigega,loamy,5.93,91.1,58.4,47.7,176.2,35.7,2.34,NPK 17-17-17
PLT-2353,2024-03-13,A,Nyagatare,cotton,Local,clayey,7.32,49.9,38.3,36.0,281.6,55.6,0.83,Manure
PLT-2354,2026-07-03,B,Kayonza,sorghum,Improved,loamy,6.72,33.8,28.6,37.6,165.0,61.9,0.74,Urea
PLT-2355,2025-08-15,A,Gakenke,wheat,Improved,clayey,6.59,27.1,24.6,23.1,223.3,52.4,0.63,None
PLT-2356,2024-09-05,A,Ngororero,tea,Improved,loamy,5.1,72.4,25.6,66.7,191.5,47.7,1.29,Urea
PLT-2357,2026-08-09,C,Nyamagabe,coffee,Improved,clayey,6.36,48.8,30.7,56.6,355.0,31.5,0.66,Manure
PLT-2358,2024-07-09,B,Ruhango,sugarcane,Improved,alluvial,5.99,105.1,51.8,77.2,312.2,65.8,40.93,NPK 17-17-17
PLT-2359,2025-02-13,C,Nyamagabe,coffee,Local,loamy,5.07,71.7,45.1,86.8,529.8,54.4,1.04,NPK 17-17-17
PLT-2360,2024-12-22,A,Rubavu,tea,Improved,loamy,5.31,87.2,38.1,90.0,160.9,49.6,1.8,NPK 17-17-17
PLT-2361,2025-06-09,B,Gasabo,tomatoes,Improved,loamy,6.09,36.8,26.2,24.8,286.5,37.6,5.9,None
PLT-2362,2026-05-06,A,Ngororero,cassava,Gisari,loamy,6.26,35.7,26.2,51.3,236.9,46.2,11.27,DAP+Urea
PLT-2363,2026-09-08,A,Gakenke,tomatoes,Local,loamy,5.78,44.6,35.6,42.4,419.2,35.7,5.33,None
PLT-2364,2024-06-08,A,Burera,barley,Improved,sandy,6.11,62.8,47.8,39.1,361.7,36.4,1.8,NPK 17-17-17
PLT-2365,2024-12-28,A,Karongi,banana,Local,alluvial,5.8,52.5,31.8,97.6,247.8,40.1,5.7,Manure
PLT-2366,2026-04-09,C,Bugesera,sweet_potato,Improved,loamy,5.41,37.7,34.4,54.7,137.5,60.2,4.74,Urea
PLT-2367,2026-12-16,B,Musanze,tea,Improved,clayey,5.91,91.2,45.4,78.9,583.1,65.2,1.11,NPK+Manure
PLT-2368,2024-02-01,B,Rulindo,pea,Local,loamy,6.53,31.1,35.3,29.4,395.0,39.5,0.83,Manure
PLT-2369,2026-05-05,B,Rusizi,irish_potatoes,Kinigi,sandy,5.28,73.9,56.9,108.0,301.4,31.1,6.43,Manure
PLT-2370,2025-05-10,B,Kamonyi,soybean,Local,clayey,5.69,25.3,39.1,35.4,555.0,45.9,0.85,DAP+Urea
PLT-2371,2026-02-24,C,Rutsiro,coffee,Local,clayey,5.75,46.2,36.7,57.2,572.6,63.8,0.58,Urea
PLT-2372,2024-01-09,B,Rulindo,wheat,Improved,clayey,6.13,76.1,53.5,47.3,314.2,63.5,1.72,DAP+Urea
PLT-2373,2026-09-04,C,Nyanza,beans,Mutiki,loamy,5.33,18.6,14.1,15.4,378.4,54.5,0.26,None
PLT-2374,2026-12-09,B,Kayonza,sunflower,Local,sandy,6.58,33.4,32.2,40.8,141.8,32.6,0.92,Manure
PLT-2375,2026-12-12,C,Kayonza,banana,Local,loamy,5.79,74.0,43.3,159.1,253.0,42.8,10.94,NPK 17-17-17
PLT-2376,2025-06-24,B,Gakenke,wheat,Local,loamy,7.45,64.3,53.0,37.2,598.5,34.3,1.25,DAP+Urea
PLT-2377,2025-08-13,A,Kirehe,cassava,Ndamirabana,loamy,7.06,27.6,11.2,39.6,128.4,56.5,5.31,None
PLT-2378,2025-02-15,A,Kirehe,corn,Hybrid WH,loamy,7.26,70.6,46.4,36.2,171.2,50.7,1.6,Manure
PLT-2379,2024-03-07,B,Nyaruguru,coffee,Local,clayey,5.0,58.2,44.2,87.8,342.7,59.3,0.7,NPK+Manure
PLT-2380,2024-10-17,A,Ngororero,coffee,Improved,loamy,4.61,55.2,47.8,79.8,176.3,41.7,0.73,NPK 17-17-17
PLT-2381,2024-01-24,B,Ngororero,coffee,Improved,clayey,4.5,45.8,29.8,51.5,471.2,51.6,0.39,Urea
PLT-2382,2024-08-28,A,Nyamasheke,banana,Local,clayey,5.43,62.3,30.6,141.6,239.3,31.4,5.41,DAP+Urea
PLT-2383,2024-11-12,B,Rwamagana,soybean,Improved,clayey,5.51,36.5,41.3,41.6,409.2,50.6,0.95,Urea
PLT-2384,2024-07-25,A,Gisagara,tomatoes,Local,clayey,6.16,48.9,42.7,51.3,179.5,56.0,7.79,Urea
PLT-2385,2025-02-21,A,Musanze,wheat,Local,loamy,7.4,54.3,33.5,34.7,248.9,31.3,0.99,DAP+Urea
PLT-2386,2025-07-15,B,Rwamagana,cassava,Gahene,clayey,4.54,30.0,24.6,72.2,201.4,40.5,8.02,DAP+Urea
PLT-2387,2026-09-25,A,Kicukiro,corn,Kigega,loamy,7.42,85.4,45.2,59.0,251.7,45.7,2.02,NPK 17-17-17
PLT-2388,2024-06-06,C,Musanze,pea,Improved,loamy,7.25,33.2,27.5,25.0,544.3,56.0,0.78,Manure
PLT-2389,2026-09-12,B,Kayonza,cotton,Local,loamy,6.09,46.6,38.4,46.6,457.7,51.8,0.91,DAP+Urea
PLT-2390,2024-02-04,B,Rutsiro,cassava,Gahene,clayey,6.05,43.7,20.1,48.6,519.6,50.1,10.3,DAP+Urea
PLT-2391,2025-02-20,A,Kayonza,cotton,Local,alluvial,5.66,45.0,41.4,43.7,137.9,51.3,0.71,Manure
PLT-2392,2024-10-19,B,Burera,pea,Local,clayey,6.19,24.1,30.2,33.5,521.7,41.4,0.82,Manure
PLT-2393,2026-12-02,B,Rwamagana,sunflower,Local,sandy,7.91,36.9,31.0,35.3,202.9,64.4,0.96,Urea
PLT-2394,2024-10-06,B,Gicumbi,wheat,Improved,clayey,5.25,61.1,33.0,34.2,398.0,35.7,1.09,DAP+Urea
PLT-2395,2026-12-04,C,Burera,tea,Improved,clayey,4.17,96.0,46.8,76.2,101.5,43.0,1.09,NPK+Manure
PLT-2396,2024-11-16,A,Nyagatare,sweet_potato,Improved,sandy,6.49,27.4,30.8,61.2,521.5,67.9,5.27,Urea
PLT-2397,2026-08-26,A,Rulindo,barley,Local,loamy,6.67,68.8,41.1,40.3,306.1,69.0,1.69,DAP+Urea
PLT-2398,2025-03-10,B,Nyanza,tomatoes,Improved,sandy,6.86,30.2,32.2,32.2,128.4,34.6,5.65,None
PLT-2399,2024-10-16,A,Kayonza,sorghum,Improved,clayey,7.88,28.6,15.5,13.4,148.2,43.9,0.54,None
PLT-2400,2025-10-15,C,Rulindo,pea,Local,loamy,6.39,39.7,47.3,47.3,330.2,48.7,1.18,NPK+Manure
PLT-2401,2025-01-18,A,Bugesera,sweet_potato,Local,sandy,6.39,42.2,45.3,94.6,435.0,58.8,5.66,NPK 17-17-17
PLT-2402,2026-06-11,B,Burera,pea,Improved,loamy,6.93,25.3,37.2,36.0,259.0,58.0,0.99,Manure
PLT-2403,2026-08-06,B,Nyarugenge,rice,Kigori,loamy,7.2,60.1,30.7,30.1,364.6,39.3,2.33,Urea
PLT-2404,2024-03-01,A,Gicumbi,barley,Improved,sandy,6.07,50.9,26.1,31.1,186.6,32.1,0.99,DAP+Urea
PLT-2405,2024-06-15,A,Bugesera,sorghum,Improved,clayey,5.26,37.7,26.2,31.0,470.1,38.9,0.88,Manure
PLT-2406,2024-10-02,B,Nyagatare,sunflower,Improved,sandy,6.99,26.4,19.1,16.0,129.4,69.4,0.55,None
PLT-2407,2025-01-27,A,Gicumbi,barley,Local,clayey,6.48,68.4,45.6,42.5,140.1,42.0,1.56,DAP+Urea
PLT-2408,2025-01-24,A,Musanze,irish_potatoes,Kinigi,loamy,6.41,57.6,51.4,101.2,408.1,32.1,6.97,Manure
PLT-2409,2024-04-27,A,Kayonza,cotton,Improved,clayey,5.82,63.7,49.5,53.6,199.1,49.3,1.45,DAP+Urea
PLT-2410,2024-04-23,A,Gicumbi,pea,Improved,clayey,5.55,16.8,14.0,18.2,580.5,45.2,0.55,None
PLT-2411,2025-08-12,B,Gatsibo,sorghum,Improved,clayey,6.5,59.2,41.9,41.2,426.5,39.7,1.4,NPK+Manure
PLT-2412,2024-08-20,A,Musanze,barley,Improved,sandy,5.91,38.9,32.4,34.0,436.8,50.3,0.98,DAP+Urea
PLT-2413,2026-12-12,C,Rwamagana,rice,Kigori,alluvial,5.27,77.9,25.6,37.8,539.5,63.5,1.7,Manure
PLT-2414,2026-12-11,C,Nyarugenge,tomatoes,Improved,loamy,7.27,24.3,27.3,35.4,180.0,32.7,4.34,None
PLT-2415,2025-06-08,B,Rwamagana,cassava,Gahene,sandy,4.86,18.5,14.4,29.2,265.9,49.0,3.75,None
PLT-2416,2024-09-24,C,Rutsiro,irish_potatoes,Kinigi,loamy,4.78,106.5,76.8,123.6,118.2,68.6,7.37,DAP+Urea
PLT-2417,2024-07-08,B,Gakenke,tea,Improved,loamy,4.19,75.5,42.0,77.7,525.2,56.5,1.31,NPK 17-17-17
PLT-2418,2026-10-06,B,Gicumbi,wheat,Local,clayey,6.44,48.1,47.3,26.8,171.4,40.9,1.15,Urea
PLT-2419,2024-08-06,B,Gisagara,tomatoes,Local,loamy,6.32,53.7,38.4,49.5,530.1,35.7,7.58,DAP+Urea
PLT-2420,2025-11-18,B,Ngoma,groundnut,Improved,loamy,5.5,32.4,40.8,39.2,271.9,40.4,0.8,DAP+Urea
PLT-2421,2026-06-28,A,Rulindo,irish_potatoes,Kirundo,clayey,4.83,98.7,94.0,130.2,206.3,47.2,6.01,DAP+Urea
PLT-2422,2026-04-04,A,Bugesera,banana,Improved,alluvial,7.46,73.0,25.8,123.1,233.2,57.9,4.16,DAP+Urea
PLT-2423,2024-07-02,A,Rusizi,tea,Improved,clayey,4.52,58.5,26.8,55.0,306.7,34.2,1.37,Manure
PLT-2424,2026-01-11,C,Gatsibo,sweet_potato,Improved,sandy,4.97,37.5,37.1,49.0,556.3,47.6,3.38,Manure
PLT-2425,2026-05-17,A,Rwamagana,cotton,Improved,clayey,7.5,77.4,45.1,47.8,448.7,59.5,1.04,DAP+Urea
PLT-2426,2026-04-10,B,Burera,barley,Local,sandy,7.66,39.2,33.4,28.3,182.9,59.5,0.93,DAP+Urea
PLT-2427,2026-08-16,B,Gisagara,sugarcane,Local,alluvial,5.83,50.2,25.4,32.4,139.9,51.4,15.68,None
PLT-2428,2026-09-03,C,Rusizi,tea,Improved,clayey,4.63,68.1,32.9,55.2,566.6,49.2,1.06,Urea
